Time,Amount(BTC)
2016-07-20,-1180.5451
2016-07-21,229.197597
2016-07-22,87.16406961
2016-07-23,-7392.942822
2016-07-24,964.0898824
2016-07-25,-6108.020519
2016-07-26,1024.680617
2016-07-27,3539.046263
2016-07-28,510.1527656
2016-07-29,1493.660459
2016-07-30,1099.680072
2016-07-31,214.7020891
2016-08-01,1442.834212
2016-08-02,42900.60544
2016-08-03,-11586.88211
2016-08-04,-6969.06641
2016-08-05,869.7936804
2016-08-06,783.848656
2016-08-07,-551.9465433
2016-08-08,715.6156654
2016-08-09,-1912.046968
2016-08-10,-29.68430406
2016-08-11,831.2910646
2016-08-12,492.0970601
2016-08-13,-2130.812833
2016-08-14,9.62845087
2016-08-15,253.0342295
2016-08-16,-839.4977188
2016-08-17,1381.295927
2016-08-18,-484.3509197
2016-08-19,-2257.887857
2016-08-20,61.28006319
2016-08-21,870.8151488
2016-08-22,875.3093874
2016-08-23,-53.67649325
2016-08-24,281.6104629
2016-08-25,-2001.17884
2016-08-26,58.31340601
2016-08-27,82.74120466
2016-08-28,34.52897556
2016-08-29,2.29650045
2016-08-30,129.1947222
2016-08-31,-327.5993728
2016-09-01,706.4346575
2016-09-02,-431.7614257
2016-09-03,116.4961498
2016-09-04,1170.416993
2016-09-05,3.0454603
2016-09-06,14.99927988
2016-09-07,-75.57964389
2016-09-08,-1267.639717
2016-09-09,110.6999521
2016-09-10,315.6908457
2016-09-11,36.28114742
2016-09-12,-1324.237358
2016-09-13,380.1600318
2016-09-14,-1889.444295
2016-09-15,418.5508814
2016-09-16,721.5169582
2016-09-17,-30.42006338
2016-09-18,464.5097969
2016-09-19,1840.501772
2016-09-20,-2745.115658
2016-09-21,550.2800312
2016-09-22,250.5822125
2016-09-23,374.1824953
2016-09-24,74.81175063
2016-09-25,293.4626115
2016-09-26,672.6906129
2016-09-27,-2657.569481
2016-09-28,444.509938
2016-09-29,638.4664255
2016-09-30,544.5215803
2016-10-01,93.34940188
2016-10-02,117.0170804
2016-10-03,6419.178614
2016-10-04,6266.019665
2016-10-05,2493.266821
2016-10-06,867.5896313
2016-10-07,-2415.125803
2016-10-08,160.0941887
2016-10-09,-308.5686247
2016-10-10,675.0908007
2016-10-11,1750.186073
2016-10-12,1483.151863
2016-10-13,373.0206252
2016-10-14,570.9034754
2016-10-15,136.9200124
2016-10-16,491.6905988
2016-10-17,364.1101028
2016-10-18,885.41439
2016-10-19,144.7068206
2016-10-20,486.5986965
2016-10-21,2317.258006
2016-10-22,124.6139643
2016-10-23,61.09259053
2016-10-24,1084.734818
2016-10-25,-12835.92531
2016-10-26,3107.120643
2016-10-27,7249.383542
2016-10-28,978.2574765
2016-10-29,517.3448518
2016-10-30,1090.662149
2016-10-31,632.2590293
2016-11-01,455.8331417
2016-11-02,297.2459373
2016-11-03,2082.445152
2016-11-04,-5710.739571
2016-11-05,284.0551908
2016-11-06,223.1427692
2016-11-07,-2539.217098
2016-11-08,956.4982818
2016-11-09,1150.64447
2016-11-10,518.1865072
2016-11-11,1407.794622
2016-11-12,2009.101487
2016-11-13,2668.094866
2016-11-14,2262.356113
2016-11-15,493.9027663
2016-11-16,433.0545737
2016-11-17,-398.5758349
2016-11-18,512.2971388
2016-11-19,408.9481754
2016-11-20,241.7617778
2016-11-21,428.062833
2016-11-22,588.076681
2016-11-23,-719.5029891
2016-11-24,-3865.303054
2016-11-25,619.3131456
2016-11-26,1356.324964
2016-11-27,-12.80569827
2016-11-28,569.9646578
2016-11-29,557.1398632
2016-11-30,651.4527918
2016-12-01,630.0545755
2016-12-02,-3944.893402
2016-12-03,287.9903345
2016-12-04,-6.00257813
2016-12-05,-2718.547872
2016-12-06,822.2757177
2016-12-07,1239.416694
2016-12-08,1494.480155
2016-12-09,32.61440346
2016-12-10,555.2839499
2016-12-11,565.1740336
2016-12-12,-1809.365636
2016-12-13,550.3979863
2016-12-14,24.45105918
2016-12-15,14.91012658
2016-12-16,360.3908421
2016-12-17,2377.265038
2016-12-18,496.17441
2016-12-19,213.0004472
2016-12-20,454.819514
2016-12-21,1331.281549
2016-12-22,-699.7510032
2016-12-23,962.2933159
2016-12-24,502.1478653
2016-12-25,633.6504616
2016-12-26,128.2621229
2016-12-27,-3502.559705
2016-12-28,503.2717369
2016-12-29,715.596415
2016-12-30,352.204483
2016-12-31,1756.308121
2017-01-01,185.8176367
2017-01-02,1909.134719
2017-01-03,971.792934
2017-01-04,-1449.230328
2017-01-05,1294.263009
2017-01-06,-220.1214101
2017-01-07,515.9308499
2017-01-08,578.9558816
2017-01-09,485.8421055
2017-01-10,-2128.914916
2017-01-11,2863.220979
2017-01-12,1353.830128
2017-01-13,240.0585579
2017-01-14,1196.344877
2017-01-15,-22.57408855
2017-01-16,277.2921785
2017-01-17,432.6432689
2017-01-18,261.2503284
2017-01-19,60.46724649
2017-01-20,521.0614087
2017-01-21,282.1931388
2017-01-22,20222.84246
2017-01-23,328.7898007
2017-01-24,220.1514133
2017-01-25,-1761.337049
2017-01-26,256.4767395
2017-01-27,54.32806819
2017-01-28,403.8679427
2017-01-29,5856.296683
2017-01-30,0.41281204
2017-01-31,410.1102012
2017-02-01,600.6034583
2017-02-02,1177.837595
2017-02-03,36.54048866
2017-02-04,1478.983203
2017-02-05,-1141.276973
2017-02-06,1777.339496
2017-02-07,417.4581608
2017-02-08,-783.1655259
2017-02-09,-781.5842753
2017-02-10,494.1638452
2017-02-11,838.0788745
2017-02-12,-1494.468138
2017-02-13,1730.926778
2017-02-14,1041.0078
2017-02-15,1278.00301
2017-02-16,-684.5227253
2017-02-17,935.8659831
2017-02-18,-600.9013984
2017-02-19,775.2824254
2017-02-20,1140.50082
2017-02-21,-91.55575457
2017-02-22,180.9367452
2017-02-23,-506.9674457
2017-02-24,7544.166952
2017-02-25,519.567983
2017-02-26,964.1553845
2017-02-27,1565.95246
2017-02-28,1071.422338
2017-03-01,-3938.745783
2017-03-02,2875.894637
2017-03-03,9698.087272
2017-03-04,1135.143271
2017-03-05,822.2524254
2017-03-06,1381.927269
2017-03-07,2282.916291
2017-03-08,2564.184697
2017-03-09,27.97590294
2017-03-10,2772.326706
2017-03-11,2387.879875
2017-03-12,3011.015716
2017-03-13,-5226.722428
2017-03-14,-362.9634783
2017-03-15,-318.1019794
2017-03-16,2329.001105
2017-03-17,4401.618317
2017-03-18,1827.253732
2017-03-19,1572.899554
2017-03-20,3575.637328
2017-03-21,1826.899741
2017-03-22,-2118.292167
2017-03-23,2148.850675
2017-03-24,-8898.705708
2017-03-25,2674.149219
2017-03-26,6772.847503
2017-03-27,1690.727862
2017-03-28,21619.0856
2017-03-29,-9014.01534
2017-03-30,-2219.939167
2017-03-31,-92.66395166
2017-04-01,1074.61041
2017-04-02,123.9344757
2017-04-03,1149.289193
2017-04-04,1133.308715
2017-04-05,389.4709351
2017-04-06,1503.990125
2017-04-07,17652.51612
2017-04-08,1676.321331
2017-04-09,1256.494383
2017-04-10,1233.535054
2017-04-11,-3636.799038
2017-04-12,1002.659414
2017-04-13,1038.6495
2017-04-14,-68.96796798
2017-04-15,2008.911729
2017-04-16,1358.545864
2017-04-17,-67.25754482
2017-04-18,-475.5844303
2017-04-19,-2575.634729
2017-04-20,12715.99355
2017-04-21,536.589239
2017-04-22,-106.8097399
2017-04-23,4196.098192
2017-04-24,-2124.654934
2017-04-25,5990.204373
2017-04-26,1623.987042
2017-04-27,8096.051394
2017-04-28,16021.38066
2017-04-29,2989.563792
2017-04-30,6224.996382
2017-05-01,6526.481455
2017-05-02,4655.450244
2017-05-03,483.0133893
2017-05-04,1918.176591
2017-05-05,-24521.15201
2017-05-06,2115.572431
2017-05-07,1874.750841
2017-05-08,4473.108977
2017-05-09,-5718.472623
2017-05-10,3361.689403
2017-05-11,334.6470145
2017-05-12,-3461.616149
2017-05-13,-2387.251157
2017-05-14,1176.894047
2017-05-15,920.5979883
2017-05-16,-5509.240904
2017-05-17,-15577.73823
2017-05-18,2897.569272
2017-05-19,2064.485051
2017-05-20,1350.183394
2017-05-21,1424.254607
2017-05-22,-10682.66733
2017-05-23,-735.3509157
2017-05-24,-403.8746768
2017-05-25,6018.591654
2017-05-26,2534.436632
2017-05-27,6121.516545
2017-05-28,3659.678735
2017-05-29,-11101.64266
2017-05-30,7059.762194
2017-05-31,-10193.66624
2017-06-01,336.1598817
2017-06-02,9706.534572
2017-06-03,-8399.876353
2017-06-04,2482.899279
2017-06-05,2525.61025
2017-06-06,5010.627696
2017-06-07,-5245.948425
2017-06-08,3160.972419
2017-06-09,-800.9024747
2017-06-10,7012.454345
2017-06-11,4258.35456
2017-06-12,17224.73873
2017-06-13,8351.592756
2017-06-14,2608.283955
2017-06-15,-2524.890328
2017-06-16,3661.565893
2017-06-17,3297.66281
2017-06-18,-15008.38178
2017-06-19,2322.325196
2017-06-20,5047.494877
2017-06-21,886.9737172
2017-06-22,5404.796716
2017-06-23,5955.557651
2017-06-24,1173.641569
2017-06-25,4200.912254
2017-06-26,6167.975617
2017-06-27,5049.386977
2017-06-28,-3783.847235
2017-06-29,1649.429149
2017-06-30,15899.65484
2017-07-01,4048.798138
2017-07-02,3591.882292
2017-07-03,-12894.08609
2017-07-04,7868.860752
2017-07-05,2424.859128
2017-07-06,6651.847429
2017-07-07,13933.24133
2017-07-08,-5361.100238
2017-07-09,-1622.248374
2017-07-10,2418.764965
2017-07-11,6722.084979
2017-07-12,2531.997835
2017-07-13,-8260.780433
2017-07-14,2731.103083
2017-07-15,3536.756696
2017-07-16,5651.000471
2017-07-17,3848.916784
2017-07-18,3843.009938
2017-07-19,-6732.617057
2017-07-20,14122.56231
2017-07-21,10384.08779
2017-07-22,4950.324722
2017-07-23,1370.806394
2017-07-24,2750.04147
2017-07-25,2309.920681
2017-07-26,-13429.92244
2017-07-27,1287.214984
2017-07-28,7544.808812
2017-07-29,9971.936064
2017-07-30,69425.28141
2017-07-31,50555.16126
2017-08-01,-27075.72202
2017-08-02,2094.449956
2017-08-03,13181.27302
2017-08-04,7473.954426
2017-08-05,3698.119161
2017-08-06,-34069.7301
2017-08-07,10806.40768
2017-08-08,1267.312174
2017-08-09,-757.8470263
2017-08-10,-3425.112497
2017-08-11,3394.748368
2017-08-12,2647.32313
2017-08-13,1906.468545
2017-08-14,1235.378484
2017-08-15,-1321.231548
2017-08-16,1728.642537
2017-08-17,-32866.20392
2017-08-18,2981.542104
2017-08-19,4230.076403
2017-08-20,-6369.254337
2017-08-21,182.5671294
2017-08-22,6461.841977
2017-08-23,2112.945626
2017-08-24,14410.78537
2017-08-25,-2370.510584
2017-08-26,-284.7593356
2017-08-27,10945.93763
2017-08-28,-2360.677473
2017-08-29,8825.558489
2017-08-30,999.0220742
2017-08-31,3358.473049
2017-09-01,7302.272606
2017-09-02,2764.708374
2017-09-03,3090.761017
2017-09-04,-0.23702439
2017-09-05,1250.370845
2017-09-06,3609.157599
2017-09-07,-228.5687562
2017-09-08,2063.149358
2017-09-09,-847.5645693
2017-09-10,-444.9100215
2017-09-11,5972.832907
2017-09-12,5054.994565
2017-09-13,-65.81668205
2017-09-14,2184.159168
2017-09-15,-4691.315437
2017-09-16,907.162983
2017-09-17,812.9680342
2017-09-18,6010.606403
2017-09-19,1405.195406
2017-09-20,920.1331908
2017-09-21,3376.538903
2017-09-22,-4999.304761
2017-09-23,231.0248799
2017-09-24,346.4719629
2017-09-25,451.4294446
2017-09-26,-3441.09934
2017-09-27,-8960.633171
2017-09-28,160.7785706
2017-09-29,-4.14499243
2017-09-30,1003.469935
2017-10-01,126.538856
2017-10-02,618.9881056
2017-10-03,1644.103942
2017-10-04,1808.068746
2017-10-05,97.51836493
2017-10-06,9265.897952
2017-10-07,1689.110811
2017-10-08,1278.330351
2017-10-09,-3421.572577
2017-10-10,7164.236383
2017-10-11,-177.1494409
2017-10-12,479.8002103
2017-10-13,668.032042
2017-10-14,629.5020765
2017-10-15,9716.304851
2017-10-16,9811.545
2017-10-17,8409.507607
2017-10-18,15516.19965
2017-10-19,16529.69152
2017-10-20,1089.194181
2017-10-21,1528.031098
2017-10-22,483.3230158
2017-10-23,-25797.92942
2017-10-24,-2435.849685
2017-10-25,6210.238299
2017-10-26,5264.016672
2017-10-27,531.8288442
2017-10-28,4090.18803
2017-10-29,677.7482939
2017-10-30,1844.030245
2017-10-31,280.9055298
2017-11-01,2872.987028
2017-11-02,5854.412518
2017-11-03,2852.526592
2017-11-04,4487.52999
2017-11-05,6954.163023
2017-11-06,-4754.660934
2017-11-07,3239.444682
2017-11-08,2633.935203
2017-11-09,2951.117574
2017-11-10,706.2629525
2017-11-11,-5677.333755
2017-11-12,2015.008745
2017-11-13,3447.471016
2017-11-14,1774.627979
2017-11-15,3587.87584
2017-11-16,4083.274775
2017-11-17,2826.874483
2017-11-18,2464.541245
2017-11-19,1173.417486
2017-11-20,1785.81748
2017-11-21,3860.07953
2017-11-22,-173.0286638
2017-11-23,1264.606558
2017-11-24,1238.96214
2017-11-25,-65.89945291
2017-11-26,858.0885615
2017-11-27,-1455.576323
2017-11-28,5941.048707
2017-11-29,8433.032586
2017-11-30,3043.373479
2017-12-01,237.7465066
2017-12-02,4926.429528
2017-12-03,794.8781857
2017-12-04,446.0967257
2017-12-05,2076.405166
2017-12-06,-47.12226788
2017-12-07,-17049.6769
2017-12-08,7060.495175
2017-12-09,3169.764142
2017-12-10,-875.6204163
2017-12-11,870.6176611
2017-12-12,14064.62058
2017-12-13,-2516.244313
2017-12-14,8042.015526
2017-12-15,4468.855403
2017-12-16,2512.545938
2017-12-17,3188.768865
2017-12-18,-482.7549754
2017-12-19,1732.245206
2017-12-20,891.8170738
2017-12-21,1682.580488
2017-12-22,2573.338572
2017-12-23,3200.093927
2017-12-24,4969.72496
2017-12-25,4327.620255
2017-12-26,1762.113078
2017-12-27,3397.267713
2017-12-28,7669.168579
2017-12-29,-846.0064487
2017-12-30,-1086.72156
2017-12-31,3862.497971
2018-01-01,2590.469639
2018-01-02,2674.371726
2018-01-03,-36.18512946
2018-01-04,279.7538224
2018-01-05,-1451.035299
2018-01-06,-223.7938155
2018-01-07,70541.19237
2018-01-08,-306.80025
2018-01-09,-6467.893724
2018-01-10,-1821.741107
2018-01-11,-1042.359464
2018-01-12,-402.5830317
2018-01-13,602.5131613
2018-01-14,-1347.925274
2018-01-15,430.500481
2018-01-16,5239.168485
2018-01-17,14858.02907
2018-01-18,-2373.182284
2018-01-19,5267.03368
2018-01-20,809.770044
2018-01-21,-898.2288951
2018-01-22,1180.981153
2018-01-23,237.5957497
2018-01-24,692.0731165
2018-01-25,3801.953487
2018-01-26,4844.21999
2018-01-27,-1004.363185
2018-01-28,-1010.367369
2018-01-29,5736.632026
2018-01-30,1006.794507
2018-01-31,5620.589644
2018-02-01,220.404404
2018-02-02,3666.274136
2018-02-03,-1653.799665
2018-02-04,5551.080782
2018-02-05,-4221.407231
2018-02-06,6369.177306
2018-02-07,1162.700123
2018-02-08,9832.512061
2018-02-09,517.1200125
2018-02-10,-593.2143915
2018-02-11,2654.009051
2018-02-12,434.2609609
2018-02-13,5213.644374
2018-02-14,-766.7967973
2018-02-15,2331.815444
2018-02-16,2464.957934
2018-02-17,-476.8525837
2018-02-18,-962.9422581
2018-02-19,-32.03308568
2018-02-20,2245.109008
2018-02-21,4912.615179
2018-02-22,17514.39385
2018-02-23,1672.006006
2018-02-24,-1646.948952
2018-02-25,-447.347581
2018-02-26,-584.5118958
2018-02-27,-1814.333967
2018-02-28,1924.83272
2018-03-01,-898.9480266
2018-03-02,2252.09753
2018-03-03,-490.9420055
2018-03-04,6232.725364
2018-03-05,592.3370575
2018-03-06,1274.913225
2018-03-07,2002.932066
2018-03-08,1081.599373
2018-03-09,1042.288912
2018-03-10,976.9172789
2018-03-11,4280.102913
2018-03-12,860.2782927
2018-03-13,-121.2461384
2018-03-14,913.6377504
2018-03-15,-141.4400761
2018-03-16,3205.142306
2018-03-17,6185.796638
2018-03-18,202.6285961
2018-03-19,-1967.033145
2018-03-20,-1030.520998
2018-03-21,-1590.845108
2018-03-22,231.8385436
2018-03-23,5090.123397
2018-03-24,-1479.168232
2018-03-25,-222.8661081
2018-03-26,-4788.634674
2018-03-27,68.73056405
2018-03-28,-856.5373567
2018-03-29,2618.290142
2018-03-30,12298.14395
2018-03-31,-1888.554241
2018-04-01,2775.14097
2018-04-02,-2039.191189
2018-04-03,696.4707298
2018-04-04,425.3174061
2018-04-05,1685.41226
2018-04-06,-336.5698497
2018-04-07,7676.587259
2018-04-08,7598.152791
2018-04-09,-3904.748734
2018-04-10,6395.292259
2018-04-11,-644.0235236
2018-04-12,1175.076518
2018-04-13,4001.207578
2018-04-14,-484.05066
2018-04-15,2529.385881
2018-04-16,1729.427604
2018-04-17,279.0608171
2018-04-18,-3126.611253
2018-04-19,18155.82373
2018-04-20,-6377.138911
2018-04-21,3110.825418
2018-04-22,1132.617621
2018-04-23,2735.213152
2018-04-24,2054.439751
2018-04-25,2352.003432
2018-04-26,993.9943234
2018-04-27,-671.6753827
2018-04-28,1752.135665
2018-04-29,777.0784122
2018-04-30,6943.835303
2018-05-01,-799.1881089
2018-05-02,11131.75252
2018-05-03,989.8918099
2018-05-04,2520.999527
2018-05-05,-2597.275254
2018-05-06,534.7923729
2018-05-07,3023.929218
2018-05-08,6045.758671
2018-05-09,381.7593453
2018-05-10,-1595.337721
2018-05-11,-1052.176473
2018-05-12,1423.839937
2018-05-13,-395.6088376
2018-05-14,2442.12427
2018-05-15,-959.5698218
2018-05-16,-1223.21058
2018-05-17,33403.38506
2018-05-18,6519.160724
2018-05-19,647.4368294
2018-05-20,-127.6955548
2018-05-21,-449.1580631
2018-05-22,4053.270049
2018-05-23,2157.658296
2018-05-24,2146.804303
2018-05-25,421.2284472
2018-05-26,-1191.064481
2018-05-27,-784.4135697
2018-05-28,26.27021705
2018-05-29,20458.91442
2018-05-30,9630.857989
2018-05-31,-332.593638
2018-06-01,1535.605279
2018-06-02,-2815.920534
2018-06-03,-1893.393224
2018-06-04,808.3355009
2018-06-05,1799.008138
2018-06-06,3650.215037
2018-06-07,-41.19597773
2018-06-08,1604.083869
2018-06-09,193.0001008
2018-06-10,5064.669939
2018-06-11,1234.204222
2018-06-12,621.8813084
2018-06-13,760.1934577
2018-06-14,427.030636
2018-06-15,2523.22857
2018-06-16,387.5884366
2018-06-17,42.28810185
2018-06-18,-64.60986678
2018-06-19,2166.806753
2018-06-20,3852.417968
2018-06-21,10086.38537
2018-06-22,1960.902101
2018-06-23,794.0849503
2018-06-24,3717.635507
2018-06-25,-1276.00503
2018-06-26,-1150.542109
2018-06-27,1502.635128
2018-06-28,-918.2740005
2018-06-29,1420.20118
2018-06-30,-395.1235118
2018-07-01,722.3513847
2018-07-02,3262.873907
2018-07-03,2092.601206
2018-07-04,2096.458854
2018-07-05,1787.084848
2018-07-06,-2535.859408
2018-07-07,523.605253
2018-07-08,-678.7723318
2018-07-09,922.2003038
2018-07-10,897.615129
2018-07-11,3887.469783
2018-07-12,378.7399667
2018-07-13,-4400.931514
2018-07-14,1509.265469
2018-07-15,1606.091255
2018-07-16,-89.5034667
2018-07-17,1739.291677
2018-07-18,424.5832332
2018-07-19,-755.1011733
2018-07-20,1298.765468
2018-07-21,533.9330706
2018-07-22,2096.634356
2018-07-23,1370.631822
2018-07-24,-1022.435677
2018-07-25,2088.928295
2018-07-26,1986.349973
2018-07-27,584.6474575
2018-07-28,-264.7388215
2018-07-29,-51.64412457
2018-07-30,1043.175614
2018-07-31,4606.965555
2018-08-01,342.0632595
2018-08-02,-101.9558438
2018-08-03,2866.970024
2018-08-04,-1085.214776
2018-08-05,-778.8613046
2018-08-06,-119.9869725
2018-08-07,2165.071943
2018-08-08,10332.13769
2018-08-09,4052.727288
2018-08-10,-183.7315185
2018-08-11,-305.9140212
2018-08-12,-488.5052886
2018-08-13,385.0543145
2018-08-14,19847.16019
2018-08-15,-5710.401599
2018-08-16,4724.306288
2018-08-17,15373.94176
2018-08-18,-458.1215729
2018-08-19,4949.350993
2018-08-20,1986.554989
2018-08-21,12003.93903
2018-08-22,-176.9261337
2018-08-23,2401.273726
2018-08-24,954.5396001
2018-08-25,10718.83059
2018-08-26,6869.680135
2018-08-27,9652.001048
2018-08-28,18548.56947
2018-08-29,10678.12669
2018-08-30,9507.170963
2018-08-31,12.72151405
2018-09-01,2428.281822
2018-09-02,-625.4191647
2018-09-03,363.6620832
2018-09-04,1161.791826
2018-09-05,1165.602425
2018-09-06,5740.399917
2018-09-07,-3273.089873
2018-09-08,-767.1288981
2018-09-09,-2342.017449
2018-09-10,-740.9615503
2018-09-11,1752.289286
2018-09-12,463.9140714
2018-09-13,1434.410246
2018-09-14,-61.07773264
2018-09-15,3585.465731
2018-09-16,-572.1045879
2018-09-17,2232.828058
2018-09-18,-356.25137
2018-09-19,-234.2462334
2018-09-20,-557.9453548
2018-09-21,1164.843377
2018-09-22,18.76875424
2018-09-23,-278.7630851
2018-09-24,-120.3847367
2018-09-25,708.2744179
2018-09-26,4244.255132
2018-09-27,-4623.250812
2018-09-28,-1213.985717
2018-09-29,390.4190256
2018-09-30,646.289279
2018-10-01,-740.9224753
2018-10-02,871.4862022
2018-10-03,1871.985821
2018-10-04,2250.775744
2018-10-05,430.6166489
2018-10-06,-539.9258069
2018-10-07,11.16657601
2018-10-08,-221.3981856
2018-10-09,611.6301987
2018-10-10,3932.255067
2018-10-11,2867.557095
2018-10-12,-3947.81345
2018-10-13,378.7835435
2018-10-14,-172.6628606
2018-10-15,353.036739
2018-10-16,116.4542823
2018-10-17,-301.1090571
2018-10-18,683.9231361
2018-10-19,5553.061229
2018-10-20,54584.4952
2018-10-21,-275.3329971
2018-10-22,8781.33235
2018-10-23,2632.982552
2018-10-24,903.3648202
2018-10-25,4683.273554
2018-10-26,1092.363982
2018-10-27,-115.6140073
2018-10-28,-441.4534133
2018-10-29,2611.256593
2018-10-30,1061.772806
2018-10-31,9124.417535
2018-11-01,3788.873381
2018-11-02,2663.529652
2018-11-03,328.3864066
2018-11-04,-993.543013
2018-11-05,5902.269993
2018-11-06,333.8150175
2018-11-07,2543.307161
2018-11-08,2510.177591
2018-11-09,4461.153511
2018-11-10,1372.832404
2018-11-11,-953.1147945
2018-11-12,-3105.829025
2018-11-13,-3214.399862
2018-11-14,-1202.688171
2018-11-15,96827.91497
2018-11-16,3837.61424
2018-11-17,-185.0852615
2018-11-18,379.7870893
2018-11-19,5170.760864
2018-11-20,-101650.3218
2018-11-21,-24.76153004
2018-11-22,2477.988374
2018-11-23,6573.208182
2018-11-24,1125.926238
2018-11-25,9030.065306
2018-11-26,-556.4066973
2018-11-27,4351.687304
2018-11-28,4528.335105
2018-11-29,5381.450982
2018-11-30,10329.03805
2018-12-01,-105.6499466
2018-12-02,-2634.014351
2018-12-03,32573.24108
2018-12-04,288520.3001
2018-12-05,166845.6987
2018-12-06,125270.8474
2018-12-07,4717.966888
2018-12-08,9676.507756
2018-12-09,2534.951473
2018-12-10,6610.47101
2018-12-11,-8117.859359
2018-12-12,1555.544949
2018-12-13,2497.847348
2018-12-14,2065.072414
2018-12-15,-588.0137324
2018-12-16,2290.50146
2018-12-17,497.2918955
2018-12-18,7474.228803
2018-12-19,10461.89331
2018-12-20,7665.408271
2018-12-21,3612.149588
2018-12-22,-296.5143149
2018-12-23,13247.35992
2018-12-24,-1315.661504
2018-12-25,-205.7449627
2018-12-26,1309.777848
2018-12-27,31.29734311
2018-12-28,4261.124224
2018-12-29,770.8213002
2018-12-30,286.6662332
2018-12-31,1758.739666
2019-01-01,-2000.835458
2019-01-02,249.2152204
2019-01-03,450.3310785
2019-01-04,1466.798669
2019-01-05,7118.270413
2019-01-06,-162.608361
2019-01-07,194.9036743
2019-01-08,-1028.844314
2019-01-09,-3786.767859
2019-01-10,-1130.405808
2019-01-11,137873.6333
2019-01-12,11.36502836
2019-01-13,-215.269016
2019-01-14,14262.08919
2019-01-15,66953.6348
2019-01-16,7510.305386
2019-01-17,8110.882613
2019-01-18,-2957.251243
2019-01-19,155.9196496
2019-01-20,35.50858488
2019-01-21,10017.98847
2019-01-22,9715.555338
2019-01-23,-1681.283346
2019-01-24,-529.6337921
2019-01-25,1167.372372
2019-01-26,-66.87785684
2019-01-27,-119.3381175
2019-01-28,676.2980258
2019-01-29,-1572.553487
2019-01-30,21225.44802
2019-01-31,-683.6693363
2019-02-01,1074.77666
2019-02-02,-3264.077904
2019-02-03,-2662.297285
2019-02-04,-2347.926286
2019-02-05,6447.461811
2019-02-06,-11295.67936
2019-02-07,3261.541757
2019-02-08,-229.9540234
2019-02-09,-633.7013565
2019-02-10,2118.961706
2019-02-11,-2909.351187
2019-02-12,2149.336946
2019-02-13,8994.865217
2019-02-14,6337.677467
2019-02-15,855.087039
2019-02-16,17220.60027
2019-02-17,987.3307761
2019-02-18,1823.79662
2019-02-19,481.7335708
2019-02-20,-4505.612071
2019-02-21,6123.209875
2019-02-22,1090.457853
2019-02-23,25786.16916
2019-02-24,-1364.315188
2019-02-25,1972.09729
2019-02-26,494.4196925
2019-02-27,6728.356592
2019-02-28,46159.6961
2019-03-01,-14915.85699
2019-03-02,-1890.688226
2019-03-03,245.8395884
2019-03-04,1495.575658
2019-03-05,3013.536663
2019-03-06,501.8568151
2019-03-07,1786.492639
2019-03-08,7492.661393
2019-03-09,-618.8505513
2019-03-10,-615.5134258
2019-03-11,1062.940138
2019-03-12,3962.819987
2019-03-13,6252.081634
2019-03-14,3478.932733
2019-03-15,2395.599308
2019-03-16,-406.0116405
2019-03-17,288.2240367
2019-03-18,1824.447025
2019-03-19,1161.227792
2019-03-20,1482.830829
2019-03-21,-1223.758517
2019-03-22,1044.937479
2019-03-23,831.7126371
2019-03-24,-181.8171746
2019-03-25,977.5999931
2019-03-26,2442.937305
2019-03-27,-4313.822126
2019-03-28,7693.480091
2019-03-29,1118.362885
2019-03-30,-827.1020179
2019-03-31,-508.300298
2019-04-01,-287.0514242
2019-04-02,-18722.96346
2019-04-03,2076.213653
2019-04-04,6060.948073
2019-04-05,1332.727526
2019-04-06,670.6855193
2019-04-07,2032.508846
2019-04-08,1488.865975
2019-04-09,113.2284067
2019-04-10,727.6127191
2019-04-11,11529.41355
2019-04-12,-1450.506124
2019-04-13,-137.9994816
2019-04-14,-2713.809597
2019-04-15,5721.523712
2019-04-16,-2303.14715
2019-04-17,6471.783735
2019-04-18,-219.2485037
2019-04-19,-2827.59527
2019-04-20,750.2580772
2019-04-21,-218.9194345
2019-04-22,-656.4912262
2019-04-23,-676.4502507
2019-04-24,-1384.438298
2019-04-25,-1928.206289
2019-04-26,1045.742609
2019-04-27,1334.25649
2019-04-28,-1184.840044
2019-04-29,4615.160732
2019-04-30,-2010.64467
2019-05-01,42645.89398
2019-05-02,1089.565735
2019-05-03,2079.72222
2019-05-04,-509.4906508
2019-05-05,-142.8606505
2019-05-06,1594.200716
2019-05-07,-522.0853655
2019-05-08,9096.755896
2019-05-09,14891.7476
2019-05-10,35222.95925
2019-05-11,5465.059465
2019-05-12,1102.794325
2019-05-13,3693.256542
2019-05-14,-8273.658503
2019-05-15,27054.94079
2019-05-16,-3465.547867
2019-05-17,1432.486872
2019-05-18,1793.940337
2019-05-19,-443.1001009
2019-05-20,4015.889585
2019-05-21,2566.459723
2019-05-22,746.7104131
2019-05-23,4501.824461
2019-05-24,20345.84791
2019-05-25,-840.0347109
2019-05-26,2988.473815
2019-05-27,2566.534285
2019-05-28,4475.261651
2019-05-29,-78346.05154
2019-05-30,455.5071274
2019-05-31,4989.203487
2019-06-01,5563.601529
2019-06-02,3528.190525
2019-06-03,2777.843346
2019-06-04,5966.350736
2019-06-05,120518.7042
2019-06-06,-456.8777387
2019-06-07,496.6695606
2019-06-08,839.7203087
2019-06-09,-129.6880981
